年龄,工作年,居住年,收入,负债率,信用卡负债,其他负债,违约,教育水平_2,教育水平_3,教育水平_4,教育水平_5
0.7677550683071225,1.2933881296548069,0.5452741260593006,3.5420701228187568,-0.14069702123358743,4.631519524438067,0.5932675400297545,1.0,0,1,0,0
-0.9828265206667723,0.2420275066772765,-0.3338626606773836,-0.3966246203982352,1.0310806689926035,-0.09037931676094389,0.2867144499186464,0.0,0,0,0,0
0.6427135262375586,0.9929993802326553,0.8383197216381953,0.2552972681342325,-0.6972914240910283,-0.32943454075884043,-0.2705000338045809,0.0,0,0,0,0
0.7677550683071225,0.9929993802326553,0.8383197216381953,2.0209190495763325,-1.0781191734145403,0.5219954447264001,-0.6804232724336721,0.0,0,0,0,0
-1.3579511468754641,-0.9595274910113296,-1.212999447414068,-0.4781148564647937,1.0310806689926035,0.11046831460731267,-0.000500253733799941,1.0,1,0,0,0
0.7677550683071225,-0.5089443668781023,-0.480385458466831,-0.5596050925313522,-0.008872031083141151,-0.5482970286720033,-0.2740360968249336,0.0,1,0,0,0
0.5176719841679946,1.743971253788034,0.10570573269095848,0.5812582124004663,2.9791610789936462,1.0770472453654176,4.1398301580888,0.0,0,0,0,0
1.0178381524462503,0.542416256099428,0.3987513282698532,-0.20648073624293214,-0.9755886255197487,-0.6730412077014494,-0.5532381577176269,0.0,0,0,0,0
-1.3579511468754641,-0.8093331163002538,-0.6269082562562784,-0.7225855646644691,2.071033369068348,-0.09219964808744464,0.06674973345275768,1.0,0,0,0,0
0.14254735795930293,-1.2599162404334812,0.691796923848748,-0.5596050925313522,1.3826139760604608,0.5781923884801806,-0.2770778714660972,0.0,0,0,0,0
-0.9828265206667723,-1.2599162404334812,-1.0664766496246205,-0.8040758007310275,-1.2538858269484692,-0.6475735727442813,-0.9030179072543109,0.0,0,0,0,0
-1.2329096048059,-0.6591387415891781,-1.212999447414068,-0.6139319165757244,-0.7412330874745104,-0.6145846725968696,-0.6432029012145378,0.0,0,0,0,0
2.1432120310723257,2.3447487526323374,0.8383197216381953,0.49976797633390785,-0.038166473338795824,1.1222607992213132,-0.17879813281010148,0.0,0,0,0,0
0.26758890002886687,-0.3587499921670266,0.10570573269095848,-0.45095144444260754,0.8846084577143297,0.07668071693184868,-0.014329682139850109,0.0,0,0,0,0
1.6430458627940698,2.0443600032101856,0.9848425194276428,1.4776508091326093,-0.16999146348924238,1.015563122351427,0.7111947094479542,0.0,0,0,0,0
0.14254735795930293,0.09183313196620072,-0.3338626606773836,0.09231679600111553,-0.2432275691283793,-0.34764682815337755,0.10289574986863298,1.0,1,0,0,0
0.14254735795930293,0.6926106308105038,-0.3338626606773836,-0.12499050017637368,0.8992556788421568,0.644561271893412,0.22739558593145884,1.0,1,0,0,0
1.0178381524462503,2.1945543779212615,1.5709337105854322,0.717075272511397,-0.3896997804066532,-0.17551546663166975,0.3746977814143033,0.0,0,0,0,0
0.5176719841679946,-0.3587499921670266,0.10570573269095848,0.4182777402673494,-0.6679969818353735,-0.46773107234440714,-0.04394835435325241,0.0,0,0,0,0
0.7677550683071225,-1.2599162404334812,1.863979306164327,-0.532441680509166,-1.2538858269484692,-0.6870143997002042,-0.8259077033909572,0.0,0,1,0,0
